timestamp;buyer;seller;symbol;currency;price;quantity;dir
85800;;;BANANAS;SEASHELLS;4974.0;7;S
85900;;;BANANAS;SEASHELLS;4974.0;1;S
86000;;;BANANAS;SEASHELLS;4978.0;1;B
86000;;;BANANAS;SEASHELLS;4974.0;1;M
86200;;;BANANAS;SEASHELLS;4976.0;2;B
86300;;;BANANAS;SEASHELLS;4975.0;1;S
86700;;;BANANAS;SEASHELLS;4975.0;14;S
87200;;;BANANAS;SEASHELLS;4977.0;1;S
87400;;;BANANAS;SEASHELLS;4975.0;13;S
87500;;;BANANAS;SEASHELLS;4976.0;9;S
87900;;;BANANAS;SEASHELLS;4982.0;12;B
88200;;;BANANAS;SEASHELLS;4977.0;3;B
88900;;;BANANAS;SEASHELLS;4982.0;1;M
89100;;;BANANAS;SEASHELLS;4983.0;1;S
90000;;;BANANAS;SEASHELLS;4977.0;1;S
90100;;;BANANAS;SEASHELLS;4983.0;1;B
91000;;;BANANAS;SEASHELLS;4977.0;1;B
91500;;;BANANAS;SEASHELLS;4976.0;1;S
91900;;;BANANAS;SEASHELLS;4975.0;1;S
92300;;;BANANAS;SEASHELLS;4976.0;1;S
92300;;;BANANAS;SEASHELLS;4977.0;1;B
92500;;;BANANAS;SEASHELLS;4975.0;1;S
92500;;;BANANAS;SEASHELLS;4976.0;11;B
92600;;;BANANAS;SEASHELLS;4976.0;1;S
93300;;;BANANAS;SEASHELLS;4977.0;1;S
93400;;;BANANAS;SEASHELLS;4980.0;5;S
94100;;;BANANAS;SEASHELLS;4976.0;1;M
94300;;;BANANAS;SEASHELLS;4974.0;1;S
94400;;;BANANAS;SEASHELLS;4974.0;1;S
95100;;;BANANAS;SEASHELLS;4975.0;2;S
95300;;;BANANAS;SEASHELLS;4975.0;1;M
95300;;;BANANAS;SEASHELLS;4974.0;2;S
95600;;;BANANAS;SEASHELLS;4979.0;2;S
95600;;;BANANAS;SEASHELLS;4980.0;1;S
95800;;;BANANAS;SEASHELLS;4976.0;1;M
95900;;;BANANAS;SEASHELLS;4980.0;1;B
96100;;;BANANAS;SEASHELLS;4975.0;1;S
96200;;;BANANAS;SEASHELLS;4975.0;1;S
96200;;;BANANAS;SEASHELLS;4980.0;6;S
96800;;;BANANAS;SEASHELLS;4980.0;1;S
97300;;;BANANAS;SEASHELLS;4975.0;1;B
98100;;;BANANAS;SEASHELLS;4980.0;1;B
98100;;;BANANAS;SEASHELLS;4977.0;3;B
98200;;;BANANAS;SEASHELLS;4974.0;1;S
98300;;;BANANAS;SEASHELLS;4974.0;7;S
98400;;;BANANAS;SEASHELLS;4975.0;1;B
98400;;;BANANAS;SEASHELLS;4977.0;1;B
98800;;;BANANAS;SEASHELLS;4981.0;2;B
98800;;;BANANAS;SEASHELLS;4981.0;1;B
99000;;;BANANAS;SEASHELLS;4976.0;11;B
99500;;;BANANAS;SEASHELLS;4982.0;19;B
101800;;;BANANAS;SEASHELLS;4976.0;2;B
102200;;;BANANAS;SEASHELLS;4978.0;2;B
102400;;;BANANAS;SEASHELLS;4972.0;1;S
102500;;;BANANAS;SEASHELLS;4977.0;1;B
102900;;;BANANAS;SEASHELLS;4977.0;3;S
102900;;;BANANAS;SEASHELLS;4979.0;14;B
103100;;;BANANAS;SEASHELLS;4972.0;2;S
104400;;;BANANAS;SEASHELLS;4970.0;2;S
104700;;;BANANAS;SEASHELLS;4971.0;1;S
104800;;;BANANAS;SEASHELLS;4971.0;1;S
104900;;;BANANAS;SEASHELLS;4976.0;1;B
105200;;;BANANAS;SEASHELLS;4970.0;1;S
106500;;;BANANAS;SEASHELLS;4976.0;11;B
106700;;;BANANAS;SEASHELLS;4971.0;4;B
106800;;;BANANAS;SEASHELLS;4971.0;2;B
106800;;;BANANAS;SEASHELLS;4971.0;9;B
107000;;;BANANAS;SEASHELLS;4971.0;1;B
107500;;;BANANAS;SEASHELLS;4975.0;7;B
107500;;;BANANAS;SEASHELLS;4977.0;2;B
107700;;;BANANAS;SEASHELLS;4976.0;2;B
107800;;;BANANAS;SEASHELLS;4975.0;1;B
108000;;;BANANAS;SEASHELLS;4977.0;12;B
108400;;;BANANAS;SEASHELLS;4975.0;1;S
108500;;;BANANAS;SEASHELLS;4977.0;11;B
108800;;;BANANAS;SEASHELLS;4970.0;1;S
108900;;;BANANAS;SEASHELLS;4977.0;1;B
109400;;;BANANAS;SEASHELLS;4975.0;1;S
109900;;;BANANAS;SEASHELLS;4976.0;1;B
110000;;;BANANAS;SEASHELLS;4974.0;4;B
110400;;;BANANAS;SEASHELLS;4969.0;9;S
111300;;;BANANAS;SEASHELLS;4970.0;1;S
112300;;;BANANAS;SEASHELLS;4972.0;1;S
112400;;;BANANAS;SEASHELLS;4977.0;1;B
112500;;;BANANAS;SEASHELLS;4976.0;1;M
113100;;;BANANAS;SEASHELLS;4977.0;1;S
113200;;;BANANAS;SEASHELLS;4976.0;1;S
113300;;;BANANAS;SEASHELLS;4976.0;1;S
113400;;;BANANAS;SEASHELLS;4978.0;1;B
113700;;;BANANAS;SEASHELLS;4978.0;1;S
113800;;;BANANAS;SEASHELLS;4973.0;1;S
113900;;;BANANAS;SEASHELLS;4972.0;1;S
114300;;;BANANAS;SEASHELLS;4972.0;1;S
115000;;;BANANAS;SEASHELLS;4973.0;1;S
115200;;;BANANAS;SEASHELLS;4973.0;1;S
115300;;;BANANAS;SEASHELLS;4978.0;1;B
115400;;;BANANAS;SEASHELLS;4974.0;6;B
115800;;;BANANAS;SEASHELLS;4977.0;1;S
116700;;;BANANAS;SEASHELLS;4976.0;1;S
117700;;;BANANAS;SEASHELLS;4977.0;1;B
118000;;;BANANAS;SEASHELLS;4972.0;1;S
118200;;;BANANAS;SEASHELLS;4973.0;7;B
118600;;;BANANAS;SEASHELLS;4971.0;1;S
119300;;;BANANAS;SEASHELLS;4976.0;1;B
119400;;;BANANAS;SEASHELLS;4971.0;8;S
119500;;;BANANAS;SEASHELLS;4972.0;1;S
119700;;;BANANAS;SEASHELLS;4972.0;1;S
120700;;;BANANAS;SEASHELLS;4970.0;1;S
120800;;;BANANAS;SEASHELLS;4975.0;1;S
122700;;;BANANAS;SEASHELLS;4970.0;1;S
123000;;;BANANAS;SEASHELLS;4972.0;1;B
123100;;;BANANAS;SEASHELLS;4975.0;5;S
123100;;;BANANAS;SEASHELLS;4972.0;1;S
123200;;;BANANAS;SEASHELLS;4977.0;1;B
124000;;;BANANAS;SEASHELLS;4977.0;7;B
124000;;;BANANAS;SEASHELLS;4977.0;1;B
124000;;;BANANAS;SEASHELLS;4976.0;1;S
124200;;;BANANAS;SEASHELLS;4977.0;7;B
124900;;;BANANAS;SEASHELLS;4975.0;2;B
125100;;;BANANAS;SEASHELLS;4970.0;1;S
125200;;;BANANAS;SEASHELLS;4971.0;1;B
125300;;;BANANAS;SEASHELLS;4976.0;2;B
125400;;;BANANAS;SEASHELLS;4970.0;2;S
126700;;;BANANAS;SEASHELLS;4977.0;7;S
127300;;;BANANAS;SEASHELLS;4973.0;1;S
127600;;;BANANAS;SEASHELLS;4973.0;1;S
128000;;;BANANAS;SEASHELLS;4980.0;5;B
128000;;;BANANAS;SEASHELLS;4980.0;2;B
129200;;;BANANAS;SEASHELLS;4972.0;2;S
129500;;;BANANAS;SEASHELLS;4980.0;1;B
129700;;;BANANAS;SEASHELLS;4973.0;13;S
129700;;;BANANAS;SEASHELLS;4973.0;1;S
129800;;;BANANAS;SEASHELLS;4974.0;1;S
130200;;;BANANAS;SEASHELLS;4979.0;1;S
130300;;;BANANAS;SEASHELLS;4975.0;1;S
130400;;;BANANAS;SEASHELLS;4975.0;1;S
130500;;;BANANAS;SEASHELLS;4980.0;3;S
131100;;;BANANAS;SEASHELLS;4976.0;1;S
132000;;;BANANAS;SEASHELLS;4984.0;1;B
132300;;;BANANAS;SEASHELLS;4977.0;1;S
133400;;;BANANAS;SEASHELLS;4983.0;1;B
133700;;;BANANAS;SEASHELLS;4981.0;1;B
134200;;;BANANAS;SEASHELLS;4981.0;10;S
134700;;;BANANAS;SEASHELLS;4977.0;1;B
134700;;;BANANAS;SEASHELLS;4977.0;4;B
135300;;;BANANAS;SEASHELLS;4976.0;1;S
135400;;;BANANAS;SEASHELLS;4976.0;11;S
135600;;;BANANAS;SEASHELLS;4977.0;1;B
136500;;;BANANAS;SEASHELLS;4985.0;2;B
136500;;;BANANAS;SEASHELLS;4978.0;1;S
136900;;;BANANAS;SEASHELLS;4978.0;1;S
137500;;;BANANAS;SEASHELLS;4984.0;1;B
138100;;;BANANAS;SEASHELLS;4982.0;2;S
139900;;;BANANAS;SEASHELLS;4975.0;7;S
140000;;;BANANAS;SEASHELLS;4976.0;1;S
140100;;;BANANAS;SEASHELLS;4977.0;5;B
140700;;;BANANAS;SEASHELLS;4981.0;1;B
140800;;;BANANAS;SEASHELLS;4976.0;1;B
141100;;;BANANAS;SEASHELLS;4980.0;12;S
141400;;;BANANAS;SEASHELLS;4981.0;1;S
141600;;;BANANAS;SEASHELLS;4981.0;1;S
141900;;;BANANAS;SEASHELLS;4977.0;2;B
142400;;;BANANAS;SEASHELLS;4982.0;1;B
142800;;;BANANAS;SEASHELLS;4982.0;1;S
142900;;;BANANAS;SEASHELLS;4983.0;12;B
143100;;;BANANAS;SEASHELLS;4976.0;2;S
143200;;;BANANAS;SEASHELLS;4976.0;1;S
143300;;;BANANAS;SEASHELLS;4976.0;1;S
143800;;;BANANAS;SEASHELLS;4975.0;1;S
144200;;;BANANAS;SEASHELLS;4979.0;1;B
144800;;;BANANAS;SEASHELLS;4978.0;1;S
145800;;;BANANAS;SEASHELLS;4978.0;1;B
145900;;;BANANAS;SEASHELLS;4978.0;1;S
146300;;;BANANAS;SEASHELLS;4980.0;2;B
146900;;;BANANAS;SEASHELLS;4973.0;1;S
147300;;;BANANAS;SEASHELLS;4973.0;10;S
147400;;;BANANAS;SEASHELLS;4973.0;1;S
147800;;;BANANAS;SEASHELLS;4977.0;1;S
148000;;;BANANAS;SEASHELLS;4974.0;1;S
148200;;;BANANAS;SEASHELLS;4976.0;1;S
148500;;;BANANAS;SEASHELLS;4976.0;1;S
148700;;;BANANAS;SEASHELLS;4971.0;1;S
150000;;;BANANAS;SEASHELLS;4969.0;1;S
150100;;;BANANAS;SEASHELLS;4975.0;1;B
150300;;;BANANAS;SEASHELLS;4970.0;1;S
151200;;;BANANAS;SEASHELLS;4979.0;6;B
151400;;;BANANAS;SEASHELLS;4973.0;1;S
151500;;;BANANAS;SEASHELLS;4974.0;1;B
151900;;;BANANAS;SEASHELLS;4974.0;1;S
152000;;;BANANAS;SEASHELLS;4980.0;1;B
152100;;;BANANAS;SEASHELLS;4981.0;2;B
152300;;;BANANAS;SEASHELLS;4975.0;1;S
152500;;;BANANAS;SEASHELLS;4977.0;3;B
153000;;;BANANAS;SEASHELLS;4973.0;9;S
153500;;;BANANAS;SEASHELLS;4978.0;1;B
153600;;;BANANAS;SEASHELLS;4973.0;1;S
153900;;;BANANAS;SEASHELLS;4974.0;1;S
153900;;;BANANAS;SEASHELLS;4974.0;2;S
154700;;;BANANAS;SEASHELLS;4974.0;1;S
154800;;;BANANAS;SEASHELLS;4974.0;1;S
155600;;;BANANAS;SEASHELLS;4981.0;1;B
156300;;;BANANAS;SEASHELLS;4982.0;5;B
156600;;;BANANAS;SEASHELLS;4983.0;16;B
156700;;;BANANAS;SEASHELLS;4983.0;2;B
157400;;;BANANAS;SEASHELLS;4975.0;1;S
157700;;;BANANAS;SEASHELLS;4982.0;1;B
157900;;;BANANAS;SEASHELLS;4981.0;2;B
158000;;;BANANAS;SEASHELLS;4974.0;1;S
158300;;;BANANAS;SEASHELLS;4974.0;1;S
158500;;;BANANAS;SEASHELLS;4975.0;1;S
158900;;;BANANAS;SEASHELLS;4980.0;12;S
159200;;;BANANAS;SEASHELLS;4975.0;4;B
159200;;;BANANAS;SEASHELLS;4974.0;2;S
159500;;;BANANAS;SEASHELLS;4973.0;1;S
159900;;;BANANAS;SEASHELLS;4977.0;2;S
160200;;;BANANAS;SEASHELLS;4975.0;1;M
160300;;;BANANAS;SEASHELLS;4980.0;1;B
160400;;;BANANAS;SEASHELLS;4974.0;1;S
160700;;;BANANAS;SEASHELLS;4973.0;1;S
160800;;;BANANAS;SEASHELLS;4973.0;3;S
160900;;;BANANAS;SEASHELLS;4974.0;13;B
161800;;;BANANAS;SEASHELLS;4972.0;1;S
162000;;;BANANAS;SEASHELLS;4979.0;2;B
162100;;;BANANAS;SEASHELLS;4972.0;12;S
162300;;;BANANAS;SEASHELLS;4975.0;2;S
162400;;;BANANAS;SEASHELLS;4976.0;1;S
162700;;;BANANAS;SEASHELLS;4973.0;1;S
162800;;;BANANAS;SEASHELLS;4973.0;2;S
163100;;;BANANAS;SEASHELLS;4978.0;1;B
163300;;;BANANAS;SEASHELLS;4979.0;1;S
163800;;;BANANAS;SEASHELLS;4977.0;1;B
163900;;;BANANAS;SEASHELLS;4978.0;5;S
164700;;;BANANAS;SEASHELLS;4973.0;2;S
164700;;;BANANAS;SEASHELLS;4973.0;7;S
165700;;;BANANAS;SEASHELLS;4978.0;1;B
165900;;;BANANAS;SEASHELLS;4974.0;5;B
166300;;;BANANAS;SEASHELLS;4973.0;13;B
166700;;;BANANAS;SEASHELLS;4973.0;1;S
166700;;;BANANAS;SEASHELLS;4978.0;1;S
167100;;;BANANAS;SEASHELLS;4972.0;1;S
