timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
3700;BANANAS;4997;27;;;;;5004;27;;;;;5000.5;-46.0390625
3800;BANANAS;4996;27;;;;;5001;7;5003.0;27.0;;;4998.5;-29.609375
3900;BANANAS;5002;1;4997.0;1.0;4996.0;25.0;5003;26;;;;;5002.5;-31.2578125
4000;BANANAS;4998;3;4997.0;27.0;;;5004;27;;;;;5001.0;-30.328125
4100;BANANAS;4997;8;4996.0;28.0;;;5003;28;;;;;5000.0;-17.59375
4200;BANANAS;4997;5;4996.0;25.0;;;5002;2;5003.0;23.0;;;4999.5;-13.75
4300;BANANAS;4996;26;;;;;5003;26;;;;;4999.5;-12.953125
4400;BANANAS;4996;9;4995.0;28.0;;;5002;29;;;;;4999.0;-2.765625
4500;BANANAS;4996;2;4995.0;29.0;;;5002;30;;;;;4999.0;-1.6875
4600;BANANAS;4996;2;4995.0;29.0;;;5002;31;;;;;4999.0;-2.6875
4700;BANANAS;4996;1;4995.0;29.0;;;5000;3;5002.0;30.0;;;4998.0;-3.0625
4800;BANANAS;4995;26;;;;;5000;6;5002.0;26.0;;;4997.5;2.40625
4900;BANANAS;4996;2;4995.0;22.0;;;5002;24;;;;;4999.0;-3.953125
5000;BANANAS;4996;21;;;;;5001;1;5002.0;1.0;5003.0;20.0;4998.5;-13.515625
5100;BANANAS;4999;2;4996.0;31.0;;;5003;31;;;;;5001.0;-16.9375
5200;BANANAS;4996;27;;;;;5002;2;5003.0;25.0;;;4999.0;-8.125
5300;BANANAS;4996;23;;;;;5003;23;;;;;4999.5;-15.984375
5400;BANANAS;4996;30;;;;;5002;1;5003.0;29.0;;;4999.0;-10.5625
5500;BANANAS;4997;7;4996.0;30.0;;;5003;30;;;;;5000.0;-19.984375
5600;BANANAS;4996;32;;;;;5002;2;5003.0;30.0;;;4999.0;-8.4375
5700;BANANAS;4996;29;;;;;5001;1;5003.0;29.0;;;4998.5;-18.265625
5800;BANANAS;4996;28;;;;;5003;28;;;;;4999.5;-18.015625
5900;BANANAS;4996;3;4995.0;28.0;;;5002;29;;;;;4999.0;-4.5625
6000;BANANAS;4996;2;4995.0;21.0;;;5002;23;;;;;4999.0;-1.171875
6100;BANANAS;4996;1;4995.0;26.0;;;5002;27;;;;;4999.0;-1.71875
6200;BANANAS;4996;2;4995.0;23.0;;;5002;25;;;;;4999.0;-4.640625
6300;BANANAS;4995;26;;;;;5002;26;;;;;4998.5;5.953125
6400;BANANAS;4995;25;;;;;5002;26;;;;;4998.5;14.796875
6500;BANANAS;4995;22;;;;;5001;1;5002.0;21.0;;;4998.0;12.578125
6600;BANANAS;4995;1;4994.0;23.0;;;5001;25;;;;;4998.0;14.84375
6700;BANANAS;4996;3;4995.0;28.0;;;5001;1;5002.0;27.0;;;4998.5;12.140625
6800;BANANAS;4995;24;;;;;5002;24;;;;;4998.5;-1.328125
6900;BANANAS;4999;1;4994.0;28.0;;;5001;28;;;;;5000.0;20.34375
7000;BANANAS;4994;24;;;;;5001;24;;;;;4997.5;18.3125
7100;BANANAS;4995;26;;;;;5002;26;;;;;4998.5;2.25
7200;BANANAS;4995;27;;;;;5001;1;5002.0;26.0;;;4998.0;6.1875
7300;BANANAS;4994;27;;;;;5001;28;;;;;4997.5;14.015625
7400;BANANAS;4995;28;;;;;5000;3;5002.0;28.0;;;4997.5;1.703125
7500;BANANAS;4995;26;;;;;5002;26;;;;;4998.5;-0.046875
7600;BANANAS;4995;30;;;;;5002;30;;;;;4998.5;-12.875
7700;BANANAS;4995;26;;;;;4996;8;5000.0;1.0;5002.0;26.0;4995.5;-7.890625
7800;BANANAS;4995;1;4994.0;21.0;;;5001;22;;;;;4998.0;13.390625
7900;BANANAS;4995;1;4994.0;29.0;;;5001;30;;;;;4998.0;15.0
8000;BANANAS;4995;9;4994.0;24.0;;;5001;24;;;;;4998.0;21.40625
8100;BANANAS;4995;10;4994.0;20.0;;;5001;21;;;;;4998.0;10.3125
8200;BANANAS;4995;30;;;;;5000;9;5002.0;30.0;;;4997.5;9.53125
8300;BANANAS;4994;29;;;;;5001;29;;;;;4997.5;33.59375
8400;BANANAS;4994;6;4993.0;25.0;;;4995;3;5000.0;25.0;;;4994.5;51.234375
8500;BANANAS;4994;24;;;;;5001;24;;;;;4997.5;38.25
8600;BANANAS;4994;28;;;;;4999;10;5001.0;28.0;;;4996.5;28.25
8700;BANANAS;4994;24;;;;;4999;5;5001.0;24.0;;;4996.5;39.4375
8800;BANANAS;4999;1;4995.0;1.0;4994.0;20.0;5001;20;;;;;5000.0;42.9375
8900;BANANAS;4994;27;;;;;5001;27;;;;;4997.5;37.421875
9000;BANANAS;4994;31;;;;;5001;31;;;;;4997.5;29.8125
9100;BANANAS;4994;24;;;;;5001;24;;;;;4997.5;15.515625
9200;BANANAS;4995;28;;;;;5000;2;5002.0;28.0;;;4997.5;11.375
9300;BANANAS;4996;9;4995.0;28.0;;;5001;2;5002.0;26.0;;;4998.5;12.953125
9400;BANANAS;4995;2;4994.0;25.0;;;5001;27;;;;;4998.0;17.21875
9500;BANANAS;4995;25;;;;;5000;6;5002.0;25.0;;;4997.5;0.0
9600;BANANAS;4994;31;;;;;5001;31;;;;;4997.5;36.796875
9700;BANANAS;4994;30;;;;;5001;30;;;;;4997.5;39.078125
9800;BANANAS;4994;25;;;;;5001;25;;;;;4997.5;38.578125
9900;BANANAS;4994;2;4993.0;25.0;;;5000;27;;;;;4997.0;61.890625
10000;BANANAS;4994;1;4993.0;30.0;;;5000;31;;;;;4997.0;56.484375
10100;BANANAS;4993;25;;;;;5000;25;;;;;4996.5;67.15625
10200;BANANAS;4994;30;;;;;5000;1;5001.0;29.0;;;4997.0;53.09375
10300;BANANAS;4999;1;4994.0;23.0;;;5001;23;;;;;5000.0;52.15625
10400;BANANAS;4994;23;;;;;4999;3;5001.0;23.0;;;4996.5;41.0
10500;BANANAS;4999;5;4994.0;20.0;;;5001;20;;;;;5000.0;20.65625
10600;BANANAS;4995;1;4994.0;29.0;;;4999;8;5001.0;30.0;;;4997.0;19.671875
10700;BANANAS;4994;29;;;;;5001;29;;;;;4997.5;36.109375
10800;BANANAS;4994;2;4993.0;22.0;;;5000;24;;;;;4997.0;64.484375
10900;BANANAS;4994;22;;;;;5001;22;;;;;4997.5;31.71875
11000;BANANAS;4994;27;;;;;5001;27;;;;;4997.5;33.828125
11100;BANANAS;4994;29;;;;;5001;29;;;;;4997.5;46.75
11200;BANANAS;4994;21;;;;;5001;21;;;;;4997.5;51.28125
11300;BANANAS;4994;22;;;;;5001;23;;;;;4997.5;51.734375
11400;BANANAS;4994;30;;;;;4995;1;5001.0;30.0;;;4994.5;34.828125
11500;BANANAS;4995;4;4994.0;24.0;;;5001;24;;;;;4998.0;31.484375
11600;BANANAS;4994;30;;;;;4999;9;5001.0;30.0;;;4996.5;31.265625
11700;BANANAS;4994;23;;;;;5001;23;;;;;4997.5;45.796875
11800;BANANAS;4994;31;;;;;5001;31;;;;;4997.5;36.3125
11900;BANANAS;4994;23;;;;;5000;1;5001.0;22.0;;;4997.0;57.359375
12000;BANANAS;4994;30;;;;;5001;30;;;;;4997.5;43.859375
12100;BANANAS;4995;21;;;;;5002;21;;;;;4998.5;12.953125
12200;BANANAS;4994;23;;;;;5001;23;;;;;4997.5;43.96875
12300;BANANAS;4994;6;4993.0;28.0;;;5000;28;;;;;4997.0;94.09375
12400;BANANAS;4993;25;;;;;5000;25;;;;;4996.5;81.609375
12500;BANANAS;4994;29;;;;;4999;10;5001.0;29.0;;;4996.5;29.890625
12600;BANANAS;4994;27;;;;;5001;27;;;;;4997.5;50.265625
12700;BANANAS;4994;1;4993.0;22.0;;;5000;23;;;;;4997.0;75.71875
12800;BANANAS;4994;20;;;;;4999;10;5001.0;20.0;;;4996.5;63.78125
12900;BANANAS;4993;20;;;;;4998;7;5000.0;20.0;;;4995.5;47.96875
13000;BANANAS;4993;31;;;;;5000;31;;;;;4996.5;61.15625
13100;BANANAS;4994;10;4993.0;22.0;;;5000;22;;;;;4997.0;70.1875
13200;BANANAS;4993;23;;;;;4998;2;5000.0;23.0;;;4995.5;56.5
13300;BANANAS;4993;29;;;;;4998;6;5000.0;29.0;;;4995.5;67.03125
13400;BANANAS;4994;4;4993.0;28.0;;;5000;28;;;;;4997.0;59.875
13500;BANANAS;4994;4;4993.0;27.0;;;5000;27;;;;;4997.0;61.0625
13600;BANANAS;4993;24;;;;;5000;24;;;;;4996.5;83.3125
13700;BANANAS;4993;1;4992.0;20.0;;;4999;21;;;;;4996.0;91.78125
13800;BANANAS;4992;22;;;;;4999;22;;;;;4995.5;116.78125
13900;BANANAS;4992;21;;;;;4999;21;;;;;4995.5;116.65625
14000;BANANAS;4995;2;4992.0;25.0;;;4999;25;;;;;4997.0;139.90625
14100;BANANAS;4991;27;;;;;4998;27;;;;;4994.5;169.5625
14200;BANANAS;4992;25;;;;;4999;25;;;;;4995.5;130.1875
14300;BANANAS;4992;24;;;;;4999;25;;;;;4995.5;128.40625
14400;BANANAS;4992;20;;;;;4997;10;4999.0;20.0;;;4994.5;129.90625
14500;BANANAS;4992;31;;;;;4997;3;4999.0;31.0;;;4994.5;115.9375
14600;BANANAS;4992;21;;;;;4999;21;;;;;4995.5;127.5625
14700;BANANAS;4992;20;;;;;4999;20;;;;;4995.5;133.84375
14800;BANANAS;4992;30;;;;;4993;4;4997.0;7.0;4999.0;30.0;4992.5;122.25
14900;BANANAS;4992;29;;;;;4999;29;;;;;4995.5;114.53125
15000;BANANAS;4992;22;;;;;4998;2;4999.0;21.0;;;4995.0;143.4375
15100;BANANAS;4992;29;;;;;4999;29;;;;;4995.5;120.25
15200;BANANAS;4993;4;4992.0;28.0;;;4999;28;;;;;4996.0;136.75
15300;BANANAS;4992;8;4991.0;26.0;;;4998;26;;;;;4995.0;166.21875
15400;BANANAS;4991;22;;;;;4996;8;4998.0;22.0;;;4993.5;191.375
15500;BANANAS;4991;25;;;;;4996;9;4997.0;1.0;4998.0;24.0;4993.5;202.3125
15600;BANANAS;4992;8;4991.0;25.0;;;4998;25;;;;;4995.0;157.03125
15700;BANANAS;4991;31;;;;;4998;31;;;;;4994.5;189.84375
15800;BANANAS;4996;8;4991.0;21.0;;;4998;21;;;;;4997.0;188.59375
15900;BANANAS;4990;26;;;;;4997;26;;;;;4993.5;269.34375
16000;BANANAS;4991;4;4990.0;22.0;;;4997;22;;;;;4994.0;269.4375
16100;BANANAS;4996;1;4991.0;2.0;4990.0;25.0;4997;27;;;;;4996.5;240.875
16200;BANANAS;4991;1;4990.0;29.0;;;4995;10;4997.0;30.0;;;4993.0;248.46875
16300;BANANAS;4990;30;;;;;4992;4;4993.0;5.0;4995.0;9.0;4991.0;268.5625
16400;BANANAS;4990;29;;;;;4997;29;;;;;4993.5;261.25
16500;BANANAS;4991;1;4990.0;26.0;;;4995;9;4997.0;27.0;;;4993.0;239.03125
16600;BANANAS;4991;23;;;;;4994;3;4998.0;23.0;;;4992.5;229.0
16700;BANANAS;4992;24;;;;;4994;4;4998.0;24.0;;;4993.0;155.28125
16800;BANANAS;4992;21;;;;;4999;21;;;;;4995.5;143.1875
16900;BANANAS;4992;4;4991.0;25.0;;;4998;26;;;;;4995.0;174.71875
17000;BANANAS;4992;2;4991.0;27.0;;;4998;29;;;;;4995.0;179.8125
17100;BANANAS;4991;25;;;;;4998;25;;;;;4994.5;182.78125
17200;BANANAS;4991;30;;;;;4992;1;4998.0;30.0;;;4991.5;178.53125
17300;BANANAS;4994;4;4992.0;1.0;4991.0;24.0;4996;1;4998.0;25.0;;;4995.0;179.8125
17400;BANANAS;4992;6;4991.0;26.0;;;4998;26;;;;;4995.0;172.96875
17500;BANANAS;4991;22;;;;;4997;1;4998.0;21.0;;;4994.0;239.53125
17600;BANANAS;4991;31;;;;;4998;31;;;;;4994.5;206.59375
17700;BANANAS;4991;28;;;;;4998;28;;;;;4994.5;229.5625
17800;BANANAS;4995;5;4991.0;1.0;4990.0;29.0;4997;30;;;;;4996.0;276.34375
17900;BANANAS;4991;22;;;;;4997;2;4998.0;20.0;;;4994.0;255.625
18000;BANANAS;4991;30;;;;;4998;30;;;;;4994.5;200.6875
18100;BANANAS;4991;26;;;;;4998;27;;;;;4994.5;177.3125
18200;BANANAS;4992;4;4991.0;28.0;;;4994;5;4998.0;29.0;;;4993.0;170.625
18300;BANANAS;4992;9;4991.0;27.0;;;4998;27;;;;;4995.0;207.5625
18400;BANANAS;4992;21;;;;;4997;6;4999.0;21.0;;;4994.5;85.5625
18500;BANANAS;4992;26;;;;;4999;26;;;;;4995.5;46.0625
18600;BANANAS;4992;31;;;;;4993;1;4997.0;10.0;4999.0;31.0;4992.5;97.375
18700;BANANAS;4992;32;;;;;4997;8;4998.0;2.0;4999.0;30.0;4994.5;130.3125
18800;BANANAS;4992;26;;;;;4997;6;4998.0;2.0;4999.0;24.0;4994.5;126.4375
18900;BANANAS;4992;6;4991.0;25.0;;;4998;25;;;;;4995.0;197.0625
19000;BANANAS;4991;24;;;;;4996;9;4998.0;24.0;;;4993.5;189.5
19100;BANANAS;4991;24;;;;;4996;8;4998.0;24.0;;;4993.5;210.4375
19200;BANANAS;4992;23;;;;;4998;24;;;;;4995.0;151.875
19300;BANANAS;4993;4;4992.0;31.0;;;4999;31;;;;;4996.0;108.0
19400;BANANAS;4992;1;4991.0;23.0;;;4998;23;;;;;4995.0;228.8125
19500;BANANAS;4992;5;4991.0;31.0;;;4998;31;;;;;4995.0;227.0
19600;BANANAS;4995;1;4990.0;22.0;;;4997;22;;;;;4996.0;301.75
19700;BANANAS;4991;26;;;;;4997;1;4998.0;25.0;;;4994.0;251.5
19800;BANANAS;4991;23;;;;;4998;23;;;;;4994.5;243.8125
19900;BANANAS;4994;2;4991.0;26.0;;;4998;26;;;;;4996.0;218.3125
20000;BANANAS;4990;28;;;;;4997;28;;;;;4993.5;268.0
20100;BANANAS;4991;30;;;;;4998;30;;;;;4994.5;183.0
20200;BANANAS;4992;28;;;;;4999;28;;;;;4995.5;89.0625
20300;BANANAS;4997;1;4996.0;5.0;4992.0;25.0;4998;1;4999.0;24.0;;;4997.5;138.6875
20400;BANANAS;4992;25;;;;;4999;25;;;;;4995.5;143.6875
20500;BANANAS;4992;1;4991.0;24.0;;;4998;25;;;;;4995.0;172.4375
20600;BANANAS;4991;21;;;;;4998;21;;;;;4994.5;173.75
20700;BANANAS;4991;23;;;;;4998;23;;;;;4994.5;239.875
20800;BANANAS;4992;23;;;;;4998;2;4999.0;21.0;;;4995.0;142.625
20900;BANANAS;4992;2;4991.0;28.0;;;4998;30;;;;;4995.0;193.3125
21000;BANANAS;4991;29;;;;;4998;29;;;;;4994.5;212.125
21100;BANANAS;4992;1;4991.0;22.0;;;4998;23;;;;;4995.0;185.9375
21200;BANANAS;4991;28;;;;;4998;28;;;;;4994.5;220.0
21300;BANANAS;4991;29;;;;;4996;5;4998.0;29.0;;;4993.5;232.6875
21400;BANANAS;4996;1;4991.0;23.0;;;4998;23;;;;;4997.0;264.125
21500;BANANAS;4991;26;;;;;4996;5;4997.0;1.0;4998.0;25.0;4993.5;271.25
21600;BANANAS;4995;8;4993.0;3.0;4990.0;23.0;4997;23;;;;;4996.0;333.375
21700;BANANAS;4990;22;;;;;4997;22;;;;;4993.5;356.625
21800;BANANAS;4996;1;4990.0;27.0;;;4997;27;;;;;4996.5;367.6875
21900;BANANAS;4991;3;4990.0;21.0;;;4997;21;;;;;4994.0;385.4375
22000;BANANAS;4991;1;4990.0;24.0;;;4997;24;;;;;4994.0;382.5625
22100;BANANAS;4990;26;;;;;4997;26;;;;;4993.5;398.1875
22200;BANANAS;4990;27;;;;;4995;1;4997.0;27.0;;;4992.5;358.4375
22300;BANANAS;4990;26;;;;;4997;27;;;;;4993.5;372.1875
22400;BANANAS;4995;1;4990.0;29.0;;;4997;29;;;;;4996.0;379.5625
22500;BANANAS;4990;30;;;;;4996;1;4997.0;29.0;;;4993.0;415.0625
22600;BANANAS;4989;22;;;;;4996;22;;;;;4992.5;443.3125
22700;BANANAS;4989;27;;;;;4990;1;4996.0;27.0;;;4989.5;510.8125
22800;BANANAS;4989;22;;;;;4996;22;;;;;4992.5;483.25
22900;BANANAS;4989;22;;;;;4995;1;4996.0;21.0;;;4992.0;544.25
23000;BANANAS;4989;2;4988.0;24.0;;;4990;4;4995.0;26.0;;;4989.5;584.125
23100;BANANAS;4989;22;;;;;4995;1;4996.0;21.0;;;4992.0;563.0625
23200;BANANAS;4989;29;;;;;4995;1;4996.0;28.0;;;4992.0;541.5625
23300;BANANAS;4989;22;;;;;4994;4;4995.0;2.0;4996.0;20.0;4991.5;563.1875
23400;BANANAS;4991;1;4988.0;21.0;;;4995;21;;;;;4993.0;671.6875
23500;BANANAS;4988;22;;;;;4995;22;;;;;4991.5;649.1875
23600;BANANAS;4988;23;;;;;4993;3;4995.0;23.0;;;4990.5;635.4375
23700;BANANAS;4988;1;4987.0;26.0;;;4994;27;;;;;4991.0;711.375
23800;BANANAS;4988;29;;;;;4994;2;4995.0;27.0;;;4991.0;670.0625
23900;BANANAS;4987;23;;;;;4994;23;;;;;4990.5;707.8125
24000;BANANAS;4987;26;;;;;4988;9;4989.0;2.0;4994.0;26.0;4987.5;768.375
24100;BANANAS;4987;31;;;;;4992;7;4994.0;31.0;;;4989.5;763.375
24200;BANANAS;4987;32;;;;;4994;32;;;;;4990.5;773.0625
24300;BANANAS;4990;6;4987.0;29.0;;;4994;29;;;;;4992.0;762.3125
24400;BANANAS;4987;1;4986.0;28.0;;;4993;29;;;;;4990.0;848.5625
24500;BANANAS;4993;1;4988.0;8.0;4987.0;22.0;4994;22;;;;;4993.5;751.4375
24600;BANANAS;4987;30;;;;;4994;30;;;;;4990.5;786.5
24700;BANANAS;4986;27;;;;;4993;27;;;;;4989.5;937.5
24800;BANANAS;4987;23;;;;;4993;2;4994.0;21.0;;;4990.0;900.1875
24900;BANANAS;4987;2;4986.0;26.0;;;4991;9;4993.0;28.0;;;4989.0;921.75
25000;BANANAS;4988;8;4987.0;24.0;;;4993;24;;;;;4990.5;902.25
25100;BANANAS;4992;1;4986.0;24.0;;;4993;24;;;;;4992.5;922.875
25200;BANANAS;4987;1;4986.0;25.0;;;4993;26;;;;;4990.0;928.75
25300;BANANAS;4986;23;;;;;4993;23;;;;;4989.5;913.9375
25400;BANANAS;4986;22;;;;;4993;22;;;;;4989.5;959.4375
25500;BANANAS;4987;2;4986.0;29.0;;;4991;1;4993.0;31.0;;;4989.0;918.3125
25600;BANANAS;4986;31;;;;;4993;31;;;;;4989.5;947.0625
25700;BANANAS;4986;30;;;;;4991;8;4993.0;30.0;;;4988.5;1007.25
25800;BANANAS;4986;24;;;;;4993;24;;;;;4989.5;1002.625
25900;BANANAS;4986;25;;;;;4991;6;4993.0;25.0;;;4988.5;975.4375
26000;BANANAS;4986;26;;;;;4993;26;;;;;4989.5;989.625
26100;BANANAS;4986;23;;;;;4992;2;4993.0;21.0;;;4989.0;1042.9375
26200;BANANAS;4991;1;4986.0;30.0;;;4993;30;;;;;4992.0;1004.875
26300;BANANAS;4986;2;4985.0;28.0;;;4992;28;;;;;4989.0;1110.75
26400;BANANAS;4985;23;;;;;4992;24;;;;;4988.5;1171.4375
26500;BANANAS;4986;1;4985.0;26.0;;;4992;26;;;;;4989.0;1169.1875
26600;BANANAS;4985;1;4984.0;22.0;;;4991;23;;;;;4988.0;1254.1875
26700;BANANAS;4990;1;4985.0;1.0;4984.0;22.0;4991;23;;;;;4990.5;1301.0625
26800;BANANAS;4990;1;4984.0;22.0;;;4991;22;;;;;4990.5;1307.1875
26900;BANANAS;4985;26;;;;;4992;26;;;;;4988.5;1245.625
27000;BANANAS;4984;21;;;;;4991;21;;;;;4987.5;1308.625
27100;BANANAS;4984;30;;;;;4991;30;;;;;4987.5;1351.75
27200;BANANAS;4984;28;;;;;4985;1;4991.0;28.0;;;4984.5;1329.0
27300;BANANAS;4984;9;4983.0;30.0;;;4990;30;;;;;4987.0;1496.4375
27400;BANANAS;4985;1;4984.0;23.0;;;4991;23;;;;;4988.0;1282.25
27500;BANANAS;4984;28;;;;;4991;28;;;;;4987.5;1330.6875
27600;BANANAS;4984;30;;;;;4991;30;;;;;4987.5;1381.3125
27700;BANANAS;4984;27;;;;;4991;27;;;;;4987.5;1321.875
27800;BANANAS;4984;24;;;;;4991;24;;;;;4987.5;1324.75
27900;BANANAS;4984;7;4983.0;22.0;;;4990;23;;;;;4987.0;1447.9375
28000;BANANAS;4984;29;;;;;4991;29;;;;;4987.5;1404.75
28100;BANANAS;4985;3;4984.0;24.0;;;4991;24;;;;;4988.0;1349.1875
28200;BANANAS;4984;25;;;;;4991;25;;;;;4987.5;1380.6875
28300;BANANAS;4984;27;;;;;4985;15;4989.0;6.0;4991.0;27.0;4984.5;1400.375
28400;BANANAS;4984;25;;;;;4991;25;;;;;4987.5;1330.625
28500;BANANAS;4984;27;;;;;4985;3;4990.0;2.0;4991.0;25.0;4984.5;1399.375
28600;BANANAS;4984;26;;;;;4989;2;4990.0;2.0;4991.0;24.0;4986.5;1359.75
28700;BANANAS;4985;6;4984.0;32.0;;;4991;32;;;;;4988.0;1349.6875
28800;BANANAS;4989;1;4984.0;29.0;;;4990;2;4991.0;27.0;;;4989.5;1402.4375
28900;BANANAS;4984;8;4983.0;22.0;;;4990;22;;;;;4987.0;1511.0625
29000;BANANAS;4983;26;;;;;4990;26;;;;;4986.5;1528.75
29100;BANANAS;4983;22;;;;;4988;3;4989.0;1.0;4990.0;21.0;4985.5;1597.125
29200;BANANAS;4983;30;;;;;4988;5;4990.0;30.0;;;4985.5;1519.3125
29300;BANANAS;4983;23;;;;;4990;23;;;;;4986.5;1508.1875
29400;BANANAS;4983;25;;;;;4990;25;;;;;4986.5;1447.4375
29500;BANANAS;4984;5;4983.0;29.0;;;4990;31;;;;;4987.0;1443.5
29600;BANANAS;4984;2;4983.0;22.0;;;4990;24;;;;;4987.0;1422.875
29700;BANANAS;4983;30;;;;;4990;30;;;;;4986.5;1484.6875
29800;BANANAS;4984;2;4983.0;20.0;;;4990;22;;;;;4987.0;1432.25
29900;BANANAS;4990;1;4989.0;5.0;4984.0;29.0;4991;29;;;;;4990.5;1292.0
30000;BANANAS;4984;28;;;;;4991;28;;;;;4987.5;1326.625
30100;BANANAS;4984;21;;;;;4989;5;4991.0;21.0;;;4986.5;1374.8125
30200;BANANAS;4984;28;;;;;4990;1;4991.0;27.0;;;4987.0;1387.75
30300;BANANAS;4984;30;;;;;4988;6;4990.0;30.0;;;4986.0;1428.875
30400;BANANAS;4983;30;;;;;4984;1;4990.0;30.0;;;4983.5;1486.25
30500;BANANAS;4983;20;;;;;4988;8;4990.0;20.0;;;4985.5;1472.375
30600;BANANAS;4983;30;;;;;4988;2;4990.0;30.0;;;4985.5;1496.3125
30700;BANANAS;4984;25;;;;;4990;1;4991.0;24.0;;;4987.0;1378.75
30800;BANANAS;4985;2;4984.0;30.0;;;4990;1;4991.0;29.0;;;4987.5;1378.9375
30900;BANANAS;4985;8;4984.0;29.0;;;4991;29;;;;;4988.0;1349.1875
31000;BANANAS;4984;30;;;;;4991;30;;;;;4987.5;1271.0
31100;BANANAS;4984;25;;;;;4991;25;;;;;4987.5;1292.3125
31200;BANANAS;4985;25;;;;;4991;2;4992.0;24.0;;;4988.0;1170.5
31300;BANANAS;4985;1;4984.0;22.0;;;4989;9;4991.0;23.0;;;4987.0;1225.375
31400;BANANAS;4985;7;4984.0;26.0;;;4991;26;;;;;4988.0;1292.9375
31500;BANANAS;4984;32;;;;;4989;7;4991.0;32.0;;;4986.5;1323.6875
31600;BANANAS;4984;24;;;;;4991;24;;;;;4987.5;1333.4375
31700;BANANAS;4989;1;4984.0;1.0;4983.0;25.0;4990;26;;;;;4989.5;1450.5
31800;BANANAS;4984;2;4983.0;23.0;;;4990;25;;;;;4987.0;1453.625
31900;BANANAS;4983;30;;;;;4989;1;4990.0;29.0;;;4986.0;1592.9375
32000;BANANAS;4983;22;;;;;4984;1;4988.0;4.0;4990.0;22.0;4983.5;1476.875
32100;BANANAS;4983;23;;;;;4984;1;4988.0;9.0;4990.0;23.0;4983.5;1483.875
